cert,rcon2200_total_deposits,riad4073_total_interest_expense,riad4079_total_noninterest_income,riad4093_total_noninterest_expense,riad4107_total_interest_income,riad4340_net_income,riad4135_salaries_and_employee_benefits,n_missing,riad4092_other_noninterest_expense,riad4518_other_interest_income,name,asset,age,roa,roe,offices,specialization,bank_class,riad3196_relzd_gains(loss)_on_avl-fr-sle_secs,rconk115_ln_rstr_secd_nonfarm_own_pd_90
7085,157645,445,819,4770,8309,2744,2770,257,1485,11,The First National Bank of Groton,182939,154.13150684931506,1.52,11.58,2,All Other Specialization  < 1 Billion,N,0,0
18344,209518,497,3069,10292,10286,2076,4898,257,4246,10,Huntington State Bank,253557,58.33698630136986,0.88,8.09,5,Commercial Lending Specialization,NM,0,0
6805,70625,347,634,3371,3880,644,1682,218,1222,17,The First National Bank of Williamson,79172,115.9972602739726,0.8,6.21,3,All Other Specialization  < 1 Billion,N,0,0
5296,24951898,268688,362514,812916,1153886,354637,482676,154,239718,8953,"Associated Bank, National Association",33604332,145.45479452054795,1.06,9.98,246,Commercial Lending Specialization,N,-1985,0
5186,148345,591,560,4392,8679,3817,2004,211,2104,21,First Farmers & Merchants National Bank,180953,88.41917808219178,2.19,13.8,2,Agricultural  Specialization,N,0,0
14744,141289,702,747,4977,7373,1723,2905,259,1669,6,"Williamstown Bank, Inc.",162223,100.42739726027398,1.07,8.8,2,Commercial Lending Specialization,NM,0,0
1165,90733,226,212,1591,3701,2056,977,252,539,67,The First Bank of Okarche,102698,126.61917808219178,2.05,18.12,1,Agricultural  Specialization,NM,0,0
18719,37450,93,206,1367,1883,629,656,218,415,0,Grand Timber Bank,43279,56.18904109589041,1.49,11.26,1,All Other Specialization  < 1 Billion,NM,0,0
30039,764079,10580,837,21270,34109,2045,13863,252,5255,631,Haven Savings Bank,1016527,81.41369863013699,0.21,1.93,9,Mortgage Lending Specialization,SB,0,0
15471,52973,274,160,1618,2279,483,1042,252,439,1,First State Bank of Cando,60380,131.44657534246576,0.84,8.95,3,Agricultural  Specialization,NM,1,0
32306,13131,247,1975,2503,829,11,1775,257,604,10,New Foundation Savings Bank,18515,127.62191780821918,0.06,0.52,1,Mortgage Lending Specialization,SA,0,0
29907,148384,1152,794,4291,7466,2308,2382,252,1547,37,Logansport Savings Bank,173315,94.42191780821918,1.34,10.04,1,Agricultural  Specialization,NM,0,0
26876,5969759,75570,98448,130620,221173,92997,68473,160,49197,757,Safra National Bank of New York,8185272,32.38082191780822,1.2,11.04,2,Commercial Lending Specialization,N,6712,0
16629,195559,1227,2363,7117,8743,2182,3731,252,2538,23,ESB Financial,229411,118.23561643835616,0.97,9.79,4,Commercial Lending Specialization,NM,-43,0
5902,168555,1801,1654,5951,10456,3719,2961,252,2524,0,Bank of Okolona,197423,88.33698630136986,1.95,19.06,4,Agricultural  Specialization,NM,3,0
17374,156177,2218,2612,6061,9265,2625,3200,259,1589,34,Mid-America Bank,191874,118.4958904109589,1.48,13.66,4,Commercial Lending Specialization,NM,0,0
3399,54058,401,578,2386,3250,610,1454,252,631,14,First Capital Bank,59433,112.43561643835616,1.01,11.7,2,Agricultural  Specialization,SM,0,0
419,69532,828,-682,2069,2876,1777,1854,218,-250,0,The Citizens State Bank,87951,111.33150684931506,1.79,11.81,2,Agricultural  Specialization,NM,0,0
28035,72574,632,29,2393,3348,140,1378,218,811,0,"Belmont Savings Bank, S.S.B.",91457,104.43013698630136,0.15,0.75,1,Mortgage Lending Specialization,SB,0,0
7599,167463,597,691,5088,6214,1004,3073,216,1518,59,Jim Thorpe Neighborhood Bank,190808,116.79178082191781,0.52,6,6,All Other Specialization  < 1 Billion,SM,0,0
14912,83153,610,327,2088,4040,1178,1300,252,477,0,Bank of Dixon County,94180,138.44931506849315,1.26,11.49,3,Agricultural  Specialization,NM,-2,0
10853,163524,1063,2666,7887,8085,1619,4218,252,2203,4,West Central Bank,187053,85.97260273972603,0.85,8.78,6,Commercial Lending Specialization,NM,0,0
5193,382343,4576,1782,11543,22967,7826,6757,252,3126,102,Pioneer Bank,454144,116.43835616438356,1.8,17.55,6,Agricultural  Specialization,SM,0,0
31928,222463,2474,1696,7457,13478,3099,4058,259,2586,61,First Sentinel Bank,262086,40.92054794520548,1.23,13.95,7,Consumer Lending Specialization,SM,0,0
16858,449418,2075,6120,14406,19513,6953,8864,192,3080,26,First American Bank and Trust Company,532715,85.41643835616438,1.34,12.74,7,Commercial Lending Specialization,NM,-2,0
29922,949708,1297,11245,36601,49069,16936,22391,185,9627,41,Riverview Community Bank,1150040,96.42465753424658,1.48,12.07,19,Commercial Lending Specialization,SA,0,0
17160,27193,87,140,866,938,129,494,250,80,0,Cottonwood Valley Bank,32412,105.36438356164383,0.39,3.09,5,Agricultural  Specialization,SM,3,0
30058,133529,824,443,3852,5122,640,1915,259,1494,85,First Federal Savings and Loan Association of Greensburg,149616,136.44931506849315,0.43,4.11,3,All Other Specialization  < 1 Billion,SA,0,0
12107,45639,330,128,1445,1983,54,852,252,460,2,Farmers State Bank,52173,154.53150684931506,0.1,1.31,1,Agricultural  Specialization,NM,0,0
4636,121587,1568,557,4104,7102,1764,2843,211,864,78,First Heritage Bank,169540,137.15616438356165,1.09,11.16,5,Agricultural  Specialization,NM,-7,0
17320,375105,2168,2801,10453,17808,6887,5832,252,3000,0,Peoples Bank & Trust,423488,65.07397260273973,1.66,17.44,11,Agricultural  Specialization,NM,-253,0
15478,321890,1484,958,10476,15773,4323,6263,252,2917,32,United Valley Bank,362890,113.78904109589041,1.2,11.57,8,Agricultural  Specialization,NM,0,0
15104,201623,264,879,5197,7060,1970,2888,257,1809,0,Bank of York,231512,84.13150684931507,0.85,7.65,4,Other Specialized Lending < 1 Billion,NM,0,0
9328,80206,1115,145,2508,4583,611,1304,259,785,1,Peoples Bank,88383,111.43561643835616,0.73,8.44,1,Commercial Lending Specialization,NM,0,0
4668,40223,230,179,1118,1799,538,560,252,471,19,First National Bank in Frankfort,46643,98.26027397260275,1.19,13.07,1,Agricultural  Specialization,N,0,0
90227,967775,5905,4158,31764,45933,8753,20127,187,7579,124,The Lowell Five Cent Savings Bank,1127653,165.1917808219178,0.78,6.47,16,Commercial Lending Specialization,SB,422,0
27046,1016718,7050,10040,37037,46905,8812,20033,192,10378,140,Community National Bank & Trust,1201916,31.706849315068492,0.81,8.24,34,Commercial Lending Specialization,N,-5,0
5197,74610,379,498,2483,3710,1282,1327,211,830,5,COMMUNITY FIRST BANK,88272,120.77260273972603,1.45,9.74,2,All Other Specialization  < 1 Billion,NM,-3,0
16344,49544,328,-94,1699,2570,6,865,252,686,0,The State Bank of Pearl City,56161,73.47397260273972,0.35,3.49,2,Consumer Lending Specialization,NM,0,0
3275,214449,983,1975,7860,9250,1832,4660,250,2377,18,The Jacksboro National Bank,240334,114.43561643835616,0.78,7.25,2,Agricultural  Specialization,N,25,0
15663,643743,6817,3424,17311,33075,9634,11131,252,3351,38,First State Bank,835378,85.08767123287672,1.15,9.43,14,Commercial Lending Specialization,NM,0,0
9658,52498,283,320,1500,2531,864,847,252,546,0,"The Citizens State Bank of Cheney, Kansas",59104,135.44931506849315,1.48,13.22,1,Agricultural  Specialization,NM,8,0
5198,191450,600,1491,5726,8527,3599,3359,252,1945,7,The First National Bank of Milaca,216186,121.79452054794521,1.71,15.2,3,Commercial Lending Specialization,N,2,0
16012,4461081,70062,8205,85828,221542,55534,47044,185,23650,3610,Dime Community Bank,6313462,155.04657534246576,0.88,8.32,30,Commercial Lending Specialization,SB,1370,0
1986,41144,443,25,1171,2408,656,957,252,185,5,Commercial State Bank,58490,116.43835616438356,1.13,3.8,1,Agricultural  Specialization,NM,-2,0
11423,192431,979,2542,7777,9210,2203,3923,218,2930,9,Sycamore Bank,221634,119.24383561643836,0.97,10.47,6,Commercial Lending Specialization,NM,-2,0
9631,240577,617,1451,4814,5639,1629,2408,250,1818,1,Alliance Community Bank,277591,109.05753424657534,1.01,9.15,4,Agricultural  Specialization,NM,7,0
3664,808127,4081,12997,30985,35257,11717,17730,188,9502,121,Illinois National Bank,909029,114.43561643835616,1.24,13.07,13,Commercial Lending Specialization,N,118,0
5469,155882,1923,421,4272,9574,3033,2588,252,1461,0,Citizens Bank & Trust Company,205553,131.44657534246576,1.52,14.27,3,Agricultural  Specialization,NM,0,0
11785,133261,1614,1386,6167,8273,1141,3158,252,2517,0,Caldwell Bank & Trust Company,158283,117.43835616438356,0.71,6.44,3,Agricultural  Specialization,NM,0,0
27054,723279,25654,103474,88521,47595,26593,42521,171,30092,3,Sumitomo Mitsui Trust Bank (U.S.A.) Limited,2652111,31.660273972602738,0.88,8.76,1,All Other Specialization  > 1 Billion,NM,0,0
18576,320205,3401,113,4156,16127,8633,2655,252,1232,49,Bank of Texas,375768,56.80821917808219,2.37,21.18,3,Commercial Lending Specialization,SM,0,0
13956,32234,182,170,808,1517,639,343,252,333,1,Chetopa State Bank & Trust Co.,36994,118.43835616438356,1.8,17.83,1,Agricultural  Specialization,SM,0,0
15186,25511,262,56,1192,1090,-363,612,218,307,0,State Bank,29051,110.62465753424658,-1.33,-10.19,2,Commercial Lending Specialization,NM,0,0
15945,208618,596,939,8285,10989,2826,5324,218,2261,12,Forest Park National Bank and Trust Company,230985,76.04383561643836,1.2,14.31,2,Commercial Lending Specialization,N,0,0
14069,30464,282,103,1041,2016,548,693,252,226,0,State Bank of Scotia,42129,85.41643835616438,1.3,5.48,1,Agricultural  Specialization,NM,0,0
8531,176754,1387,505,4652,8398,2792,2566,259,1721,4,Bank of Coushatta,224752,121.85753424657534,1.28,13.46,1,Other Specialized Lending < 1 Billion,NM,-56,0
30103,67734,925,71,2231,3928,535,1308,216,685,39,Monroe Savings Bank,93347,149.45753424657534,0.57,4.43,2,Mortgage Lending Specialization,SB,4,0
11741,161976,1771,557,4163,7582,2169,2279,250,1517,44,Forreston State Bank,216163,132.44657534246576,1.07,9.8,3,Agricultural  Specialization,NM,-18,0
29941,515454,8757,540,8316,22061,4137,4586,252,3013,313,Bogota Savings Bank,665803,126.44109589041096,0.63,5.87,4,Mortgage Lending Specialization,SB,0,0
4673,501959,3977,3778,18748,28564,7685,12466,252,4073,189,"GNBank, National Association",641466,89.92328767123287,1.21,9.8,15,Agricultural  Specialization,N,660,0
10363,1182055,9876,25913,72619,92340,19539,40658,183,23457,0,Citizens and Farmers Bank,1517593,92.33698630136986,1.29,11.59,26,Commercial Lending Specialization,NM,10,0
7542,949371,9958,5414,31737,46808,8978,17534,185,10631,388,Ameriserv Financial Bank,1145678,85.69041095890411,0.78,8.82,16,Commercial Lending Specialization,SM,-213,0
19581,4671202,20245,102457,203385,216425,62244,127043,187,58829,272,Bell Bank,5394695,53.05205479452055,1.23,13.19,23,Commercial Lending Specialization,NM,88,0
12936,462558,2259,4108,14242,21515,6944,8562,250,3744,107,Steuben Trust Company,551277,116.77808219178083,1.28,12.08,15,Commercial Lending Specialization,NM,0,0
2777,368713,1321,1325,10687,15675,4800,6671,252,2605,0,MidSouth Bank,419438,107.43287671232876,1.17,9.96,10,Commercial Lending Specialization,NM,-12,0
28094,1782596,10306,13419,62978,102312,31765,35801,187,16757,352,"Home Bank, National Association",2150164,111.43561643835616,1.46,11.45,40,Commercial Lending Specialization,N,0,0
22180,713112,7157,15221,32047,33002,5097,15004,190,13216,155,United Bankers' Bank,913246,43.43561643835616,0.57,5.2,2,Commercial Lending Specialization,SM,0,0
16982,469750,2730,2967,12351,21791,6534,7171,252,3406,51,Bank of Pontiac,547525,71.72876712328767,1.21,9.82,9,Commercial Lending Specialization,SM,-51,0
10532,160961,576,1498,5760,7089,1771,3019,211,2065,24,Catahoula - LaSalle Bank,180484,111.67671232876712,0.97,9.4,6,Commercial Lending Specialization,NM,-20,0
28963,246819,5586,393,6089,11973,513,2957,252,2379,272,Lincoln 1st  Bank,339614,97.42465753424658,0.14,2.57,2,Mortgage Lending Specialization,SB,0,0
18618,2264641,23737,4276,47251,102606,24460,32390,187,10530,934,Manufacturers Bank,2802850,56.57260273972603,0.93,7.1,10,Commercial Lending Specialization,NM,0,0
11670,702625,5142,5508,18780,34946,12462,12629,252,3646,131,Central Bank Illinois,890510,112.35068493150685,1.44,12.85,12,Agricultural  Specialization,NM,-953,0
11243,118832,995,857,4016,6981,2056,2375,209,1114,8,Bank of Salem,134899,110.4958904109589,1.52,13.38,3,Agricultural  Specialization,SM,0,0
10243,70741,127,147,1532,3274,1618,1046,252,380,0,First State Bank of Golva,78531,105.01643835616439,2.06,21.19,3,Agricultural  Specialization,NM,12,0
26567,68213,551,36,1791,2840,405,1047,259,630,12,North Cambridge Co-operative Bank,89241,107.43287671232876,0.45,1.97,1,Mortgage Lending Specialization,SB,0,0
19354,55750,261,405,1594,3750,2142,985,259,497,1,Hodge Bank & Trust Company,69188,54.326027397260276,3.08,17.32,1,Commercial Lending Specialization,NM,0,0
4683,11685,120,54,519,616,21,247,252,137,0,The First National Bank of Harveyville,14270,98.7068493150685,0.15,1.5,1,Agricultural  Specialization,N,0,0
17993,121387,598,494,3158,4625,1203,1981,252,790,50,Keystone Savings Bank,141752,84.0986301369863,1.08,10.73,5,Agricultural  Specialization,NM,-1,0
35385,2261430,22628,21346,64022,110069,35722,35797,183,20578,1133,Home Savings Bank,2801504,18.616438356164384,1.31,12.99,36,Commercial Lending Specialization,NM,42,0
22838,63529,444,221,1518,2928,601,843,250,548,71,Bank of Gibson City,81310,40.11780821917808,0.75,6.2,1,Agricultural  Specialization,NM,0,0
5632,65538,340,65,1340,2666,871,778,252,295,3,Logan County Bank,81064,93.16712328767123,1.06,5.76,2,Other Specialized Lending < 1 Billion,NM,0,0
13179,265637,1025,1795,10169,14092,4253,5529,259,2744,93,First Community Bank,312256,113.6027397260274,1.42,15.09,9,Commercial Lending Specialization,SM,0,0
26647,2724595,22497,28143,115669,162738,49712,55001,191,52316,841,Firstrust Savings Bank,3458196,85.41643835616438,1.49,14.32,18,Commercial Lending Specialization,SB,-1391,0
4832,1238882,5283,8752,35524,55943,16439,16110,185,15617,400,Shore United Bank,1477669,143.03835616438357,1.15,10.86,21,Commercial Lending Specialization,SM,0,0
3732,459278,6706,1551,8054,25730,9596,4766,190,2802,109,The Farmers National Bank,683864,116.94246575342466,1.44,10.69,3,Agricultural  Specialization,N,-592,0
3931,1807501,8887,102541,133844,87702,30322,86083,185,33876,534,"Alerus Financial, National Association",2176480,85.67123287671232,1.41,12.63,18,Commercial Lending Specialization,N,69,0
15687,136669,2014,403,2463,9384,4381,1064,252,1005,43,Grant County State Bank,177183,79.66849315068494,2.49,22.9,3,Commercial Lending Specialization,NM,37,0
26451,797621,6007,3944,27022,35888,4716,15504,188,8564,138,Fidelity Co-operative Bank,935074,131.44657534246576,0.54,6.34,13,Commercial Lending Specialization,SB,-22,0
11578,2308733,15482,16869,75667,111599,34388,46807,185,18393,1137,Burke & Herbert Bank & Trust Company,3006721,167.47123287671232,1.13,10.08,25,Commercial Lending Specialization,NM,397,0
24074,1151141,3694,3723,30696,53168,18916,18709,185,7803,480,Redding Bank of Commerce,1306702,36.57808219178082,1.47,13.98,13,Commercial Lending Specialization,NM,89,0
21716,8849541,11907,43648,174742,361860,156401,98830,183,49438,2063,Citizens Business Bank,11519575,44.78630136986301,1.64,11.24,73,Commercial Lending Specialization,NM,0,0
17159,1172693,3810,20995,42545,56383,23813,26582,185,12570,59,Bank of Utah,1422646,67.30958904109589,1.81,14.93,18,Commercial Lending Specialization,SM,0,0
30996,921646,246,407783,415589,26587,18472,231189,191,156756,105,Cenlar FSB,1135456,107.43287671232876,1.66,17.83,1,Mortgage Lending Specialization,SA,0,0
7946,21441893,306542,806441,714645,620926,305153,373557,181,287051,3416,"BNY Mellon, National Association",28875870,150.45753424657534,1.24,8.13,39,All Other Specialization  > 1 Billion,N,-609,0
10080,77225,682,9,910,3155,1465,539,250,314,0,Reynolds State Bank,100670,131.44657534246576,1.44,6.23,1,Agricultural  Specialization,NM,83,0
30167,195339,2521,881,6986,13673,3897,4606,259,1910,136,Cullman Savings Bank,292288,82.41369863013699,1.34,9.09,4,Commercial Lending Specialization,SA,0,0
4551,163873,688,1360,3338,5846,2441,1464,209,1632,13,Central Bank of Audrain County,184861,136.44383561643835,1.41,17.69,3,Agricultural  Specialization,SM,-1,0
7391,338893,1114,1671,9756,14144,3656,5960,252,2444,62,Merchants Bank of Bangor,395948,128.6767123287671,0.92,11.73,9,Commercial Lending Specialization,SM,-31,0
17933,485518,2145,6179,17324,21523,6142,9652,250,4861,18,Blue Ridge Bank and Trust Co.,553293,60.71506849315068,1.11,12.07,9,Commercial Lending Specialization,NM,0,0
23966,375805,11254,5780,21520,24734,510,9949,192,8761,689,OneUnited Bank,656198,36.8,0.08,1.18,6,Commercial Lending Specialization,NM,2479,0
20698,269652,1699,2307,10251,14021,4378,6448,259,2826,6,Southern Heritage Bank,305679,46.99452054794521,1.45,12.74,10,Commercial Lending Specialization,NM,0,0
28989,84774,1101,930,3390,3986,303,1503,216,1505,41,WCF Financial Bank,130622,85.0027397260274,0.25,1.62,2,Mortgage Lending Specialization,NM,-14,0
6574,202652,576,1172,6849,9157,2141,3996,259,1799,6,The First National Bank of Dennison,226485,85.62739726027397,0.93,10.41,5,All Other Specialization  < 1 Billion,N,0,0
3603,2125712,10175,31169,73097,107512,41261,41360,189,24473,469,Old Second National Bank,2661311,131.55890410958904,1.64,14.41,28,Commercial Lending Specialization,N,359,0
11124,5682792,54263,53018,144947,289633,109423,76102,185,48819,2042,S&T Bank,7233529,117.05479452054794,1.54,12.34,61,Commercial Lending Specialization,NM,0,0
1768,4694831,21358,43180,183817,256657,52008,104462,187,45386,1632,Mechanics Bank,6032147,114.43561643835616,0.88,6.31,46,Commercial Lending Specialization,NM,30,0
58536,1371557,3854,21928,47843,52904,16831,27379,187,15533,61,Think Mutual Bank,1647162,11.871232876712329,1.03,6.71,11,Mortgage Lending Specialization,SA,0,0
10118,148537,1435,2302,5559,7330,2486,3646,252,1267,40,Leighton State Bank,184575,107.9013698630137,1.4,11.18,3,Agricultural  Specialization,NM,1,0
11699,104328,607,2444,3363,5158,3455,2009,259,901,7,Goodfield State Bank,122073,98.47397260273972,2.94,23.65,3,Commercial Lending Specialization,NM,-6,0
8273,19491164,116775,301029,624557,731973,193021,314793,183,243046,3331,"UMB Bank, National Association",23137750,116.78356164383561,0.9,10.45,107,Commercial Lending Specialization,N,578,0
10434,176099,1174,859,4456,7472,1957,3009,211,870,5,State Bank of Graymont,201168,106.43013698630136,0.95,8.49,3,Agricultural  Specialization,NM,0,0
12232,94337,761,408,2661,4889,1742,1537,252,798,31,Bank of Monticello,113588,91.26575342465753,1.58,14.38,3,Agricultural  Specialization,NM,-1,0
8698,544779,2970,3359,14411,21750,5671,8406,252,3983,13,The Port Washington State Bank,602047,119.74520547945205,0.98,11.66,8,Commercial Lending Specialization,NM,6,0
15261,107990,621,406,3492,5330,1289,2615,252,506,17,The Citizens State Bank,124832,106.18356164383562,1.06,7.96,1,Agricultural  Specialization,NM,0,0
16916,60251,578,709,3302,2983,-188,1166,257,1650,0,F & M Bank and Trust Company,68078,71.32054794520548,-0.26,-5.49,1,Commercial Lending Specialization,NM,0,0
976,87593,310,344,2716,3499,728,1486,252,852,40,Blissfield State Bank,97710,146.06301369863013,0.73,7.44,2,Agricultural  Specialization,SM,174,0
5142,19905,51,65,829,1122,307,473,252,134,2,The First National Bank of Fairfax,31272,109.43287671232876,1,2.72,1,Agricultural  Specialization,N,0,0
8975,78258,405,1214,2898,4525,1813,1640,252,962,0,Community Bank,85846,95.21643835616439,2.13,25.94,2,All Other Specialization  < 1 Billion,NM,0,0
3183,622794,2946,7902,20559,35018,17915,12428,252,6512,53,NewFirst National Bank,712353,117.43835616438356,2.56,22.75,9,Commercial Lending Specialization,N,0,0
28167,152807,1463,1168,6551,7336,200,3522,259,2193,89,EASTERN CONNECTICUT SAVINGS BANK,181008,104.43013698630136,0.11,1.28,5,Commercial Lending Specialization,SM,0,0
14382,700114,5441,2566,15882,31315,9203,9504,192,4443,312,Fidelity Bank & Trust,819071,109.13424657534246,1.13,8.77,20,Agricultural  Specialization,NM,0,0
2300,72280,81,406,2207,2653,701,1068,218,819,0,The Bank of Magnolia Company,82284,120.14246575342466,0.87,7.63,3,All Other Specialization  < 1 Billion,NM,-1,0
34968,32742000,149000,524000,1128000,1628000,583000,393000,157,620000,1000,Banco Popular de Puerto Rico,37919000,20.36986301369863,1.58,15.75,1,All Other Specialization  > 1 Billion,SM,0,0
30219,163972,1347,1304,7136,8318,396,4120,259,2271,47,Hometown Bank,203495,121.43835616438356,0.2,2.42,5,Commercial Lending Specialization,NM,0,0
3677,182202,1488,1349,5167,9661,3001,3213,252,1324,68,The Havana National Bank,239583,144.21369863013697,1.25,11.98,6,Agricultural  Specialization,N,-28,0
9422,37175,185,124,1467,1999,633,746,211,541,9,Citizens State Bank of Lankin,45876,114.06849315068493,1.42,14.83,4,Agricultural  Specialization,NM,-10,0
12226,52554,263,120,1639,2535,853,901,252,596,9,Peoples Bank of Altenburg,61197,109.43287671232876,1.39,13.97,2,All Other Specialization  < 1 Billion,SM,0,0
32487,45275,133,104,1512,1814,264,743,259,541,2,1st Cameron State Bank,56908,32.772602739726025,0.44,5.13,2,All Other Specialization  < 1 Billion,NM,0,0
1464,119122,459,845,3920,4926,1131,1796,259,1576,10,Bank of Holland,135325,125.63835616438357,0.86,11.73,3,All Other Specialization  < 1 Billion,NM,-4,0
17733,101673,606,490,3335,5067,1610,1839,211,847,18,Security State Bank of Fergus Falls,126605,62.153424657534245,1.3,12.85,1,Agricultural  Specialization,NM,0,0
4059,112293,465,1415,3519,4571,1992,2010,252,1159,2,The Peoples National Bank of Checotah,138660,108.43287671232876,1.43,8.84,3,Other Specialized Lending < 1 Billion,N,0,0
22756,101261,836,655,4074,6693,1608,2269,252,1550,35,People's Bank and Trust Company of Pickett County,117520,40.48219178082192,1.34,10.54,1,Commercial Lending Specialization,NM,0,0
5624,81012,690,153,1734,3486,611,991,259,654,0,Bodcaw Bank,94933,116.43835616438356,0.74,7.23,1,All Other Specialization  < 1 Billion,NM,-387,0
251,54698,222,292,1602,2652,1070,942,252,538,0,Valley Bank & Trust,69311,140.6986301369863,1.57,8.96,2,Agricultural  Specialization,NM,0,0
9349,29088,131,110,1023,1035,35,531,252,382,6,First State Bank of Fountain,33372,118.43835616438356,0.1,1.07,1,Agricultural  Specialization,NM,0,0
30889,39328,217,107,1647,2065,221,980,259,496,0,The Peoples Savings and Loan Company,50273,129.44383561643835,0.43,3.1,2,Mortgage Lending Specialization,SA,-25,0
29011,475500,1607,3821,16001,19117,3881,7937,250,5799,348,Mechanics Bank,528522,133.44657534246576,0.75,9.2,9,Mortgage Lending Specialization,NM,0,0
26519,44084,704,143,684,2509,582,458,252,140,0,Frost State Bank,50762,33.413698630136984,1.15,9.32,1,Agricultural  Specialization,NM,0,0
31077,163443,955,1093,6394,7321,458,3817,259,1835,17,First Federal Bank,184081,61.4,0.25,2.35,7,Commercial Lending Specialization,SA,-210,0
10101,208199,1320,1454,5913,10936,3401,3361,252,1760,23,The Napoleon State Bank,246407,115.5013698630137,1.44,12.51,5,Agricultural  Specialization,NM,0,0
147,234667,1264,2018,7195,10522,3252,4164,259,2299,15,Century Bank and Trust,263683,121.43835616438356,1.27,13.8,2,Commercial Lending Specialization,NM,1,0
25894,261130,1190,8763,16530,24813,3744,5460,192,9959,31,First National Bank,307431,34.25753424657534,1.23,9.68,13,Agricultural  Specialization,N,0,0
19829,35477,109,234,1344,1579,354,728,252,414,2,Bank of Commerce,38890,50.895890410958906,0.91,10.48,1,All Other Specialization  < 1 Billion,NM,0,0
14507,324157,2457,3518,11983,14699,2906,5947,252,4611,69,"CNB Bank, Inc.",391118,102.42739726027398,0.77,9.14,8,Commercial Lending Specialization,NM,19,0
9245,240928,1182,930,6079,9467,2345,3695,259,1414,0,"The Bank of La Fayette, Georgia",272552,119.8958904109589,0.9,8.03,3,Mortgage Lending Specialization,NM,-55,0
8503,57343,313,266,1214,2453,975,779,252,314,0,The Farmers State Bank,68805,90.43013698630136,1.43,10.78,1,Agricultural  Specialization,NM,-44,0
10820,47336,443,78,1016,2221,659,588,252,276,0,State Bank of Industry,55111,118.21095890410959,1.2,9.04,1,Agricultural  Specialization,NM,0,0
14333,325919,1191,2759,12730,15888,4357,7273,190,4247,75,Commercial Bank and Trust of PA,419362,85.07945205479452,1.08,7.44,9,Commercial Lending Specialization,NM,-11,0
15399,2519818,14166,23612,76783,103351,33566,48001,187,16952,343,RCB Bank,2825883,83.38082191780822,1.2,13.34,57,Commercial Lending Specialization,SM,132,0
28208,228977,595,1842,8444,10155,2317,4666,259,2864,8,San Luis Valley Federal Bank,275571,120.43835616438356,0.86,5.33,3,Mortgage Lending Specialization,SA,0,0
8842,79181,229,284,1999,3364,1380,896,259,732,47,Grand Marais State Bank,87973,102.72054794520548,1.54,21.28,2,Commercial Lending Specialization,SM,0,0
26601,410928,4228,1350,11577,18846,3362,6874,252,3381,133,Beverly Bank,486825,131.44657534246576,0.72,8.39,6,Commercial Lending Specialization,SB,230,0
29024,106438,685,854,4113,5388,964,2140,257,1374,31,Bedford Federal Savings Bank,121834,84.92054794520548,0.8,6.71,2,Mortgage Lending Specialization,SB,0,0
17474,82066,150,572,2412,2800,662,1452,209,580,9,First Bank of Muleshoe,95914,63.821917808219176,0.68,4.9,3,Agricultural  Specialization,SM,-1,0
24305,159187,402,1056,5095,7435,2314,3013,259,1407,246,Llano National Bank,180969,36.33972602739726,1.31,11.33,4,Commercial Lending Specialization,N,1,0
7909,261823,2351,1021,8122,12723,2125,4734,259,2642,54,Marion Center Bank,305905,113.92602739726027,0.71,9.79,7,Commercial Lending Specialization,NM,-14,0
829,181789,1677,848,5503,8380,-316,2867,257,2047,17,Peoples Community Bank,201358,105.97260273972603,0.15,1.63,5,Commercial Lending Specialization,SM,0,0
15333,105028,323,396,3242,5702,1857,1800,252,716,11,Citizens State Bank - Midwest,125876,83.31506849315069,1.49,10.57,5,Agricultural  Specialization,NM,5,0
8063,308488,2492,1872,9186,15618,4135,4995,192,2918,0,The North Salem State Bank,342234,95.89315068493151,1.26,14.99,9,Agricultural  Specialization,NM,81,0
26602,191980,1525,1272,7535,8443,492,4069,259,2593,123,Charles River Bank,236120,104.43013698630136,0.21,2.59,4,Commercial Lending Specialization,SM,-19,0
11329,133161,520,256,2276,3446,605,1074,252,999,113,Farmers-Merchants Bank of Illinois,173321,98.42465753424658,0.84,6.09,5,Agricultural  Specialization,NM,0,0
12230,183869,1141,1993,6233,9693,4097,3521,259,1959,67,Peoples Bank,214052,117.96712328767123,1.9,19.49,5,All Other Specialization  < 1 Billion,NM,0,0
26576,97666,343,308,2699,3398,434,1452,259,932,15,Wrentham Co-operative Bank,114134,118.43835616438356,0.37,2.73,2,Mortgage Lending Specialization,SB,0,0
5704,112714,1655,542,3904,7919,1647,1962,252,1301,13,Bank of Newington,129596,99.81095890410958,1.31,14.96,3,Commercial Lending Specialization,NM,0,0
1837,99911,358,449,2875,3745,961,1708,218,798,25,Ossian State Bank,111787,106.63287671232877,0.93,9.59,3,Commercial Lending Specialization,NM,0,0
17842,2222818,12703,23567,60643,100567,37039,36683,187,15848,0,Texas Bank and Trust Company,2528019,61.23013698630137,1.49,13.49,21,Commercial Lending Specialization,NM,1,0
21920,186891,1164,736,6885,9699,1843,4349,259,1910,52,Millbury Savings Bank,228126,165.1972602739726,0.8,6.7,2,Commercial Lending Specialization,SB,451,0
15767,26730,89,189,611,998,488,361,252,220,0,First Security Bank-Hendricks,30238,78.75068493150685,1.64,15.03,1,Agricultural  Specialization,NM,1,0
